subject_order,subject,category,question_number,difficulty,question,option_a,option_b,option_c,option_d,correct_option
85,International Law,Medicine & Law,59,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,60,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,61,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,62,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,63,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,64,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,65,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,66,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,67,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,68,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,69,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,70,Easy,"[Easy] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,71,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,72,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,73,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,74,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,75,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,76,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,77,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,78,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,79,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,80,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,81,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,82,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,83,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,84,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,85,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,86,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,87,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,88,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,89,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,90,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,91,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,92,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,93,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,94,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,95,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,96,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,97,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,98,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,99,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,100,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,101,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,102,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,103,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,104,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,105,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,106,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,107,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,108,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,109,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,110,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,111,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,112,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,113,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,114,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,115,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,116,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,117,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,118,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,119,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,120,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,121,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,122,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,123,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,124,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,125,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,126,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,127,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,128,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,129,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,130,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,131,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,132,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,133,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,134,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,135,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,136,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,137,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,138,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,139,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,140,Medium,"[Medium] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,141,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,142,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,143,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,144,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,145,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,146,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,147,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,148,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,149,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,150,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,151,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,152,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,153,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,154,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,155,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,156,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,157,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,158,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,159,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,160,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,161,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,162,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,163,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,164,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,165,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,166,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,167,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,168,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
